,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,is_white,is_red
17,-1.015565699,1.650538737,-1.66809701,-0.701465158,0.426234785,-0.818438504,-1.634088128,-0.303086282,2.138246808,1.596169087,0.496321683,-1.765288089,1.765288089
18,-0.938134206,-0.852248988,-0.409120134,-0.910458929,-0.656449956,0.420545377,-0.867601302,-1.696700822,-0.489885034,-1.009343927,0.829077911,0.566479775,-0.566479775
19,0.223338186,-1.035379797,2.738322055,1.325774424,-0.513991437,1.208989666,0.576245975,1.100435469,-1.178205278,-0.474879719,-1.333837571,0.566479775,-0.566479775
20,-0.628408235,-0.363900164,-0.199290655,-0.805962044,-0.115107585,0.195275581,0.201915199,-0.587093037,1.637650266,0.193200541,-0.002812659,0.566479775,-0.566479775
21,-0.78327122,0.063405058,-0.059404336,-0.596968272,-0.570974844,0.364227928,-0.421969426,-1.749539288,0.323584346,-0.007223537,1.910535653,0.566479775,-0.566479775
22,-0.473545249,3.787064843,-2.227642289,-0.764163289,0.739643526,-1.437930445,-1.776690328,-0.355924748,1.762799402,-0.608495771,1.161834139,-1.765288089,1.765288089
23,0.0684752,-0.547030973,0.500140943,0.197208059,-0.627958252,-1.268978097,-0.564571627,-0.157780501,-0.239586763,-0.474879719,0.829077911,0.566479775,-0.566479775
24,0.145906693,-1.035379797,-0.199290655,-0.847760798,-0.257566104,-0.42421636,-0.154590301,-0.256852625,1.887948537,0.794472775,-0.086001716,0.566479775,-0.566479775
25,1.384810578,2.71880179,-0.549006454,-0.785062666,0.625676711,-1.156343199,-1.687563953,0.74047342,0.448733481,0.928088827,-0.418757944,-1.765288089,1.765288089
26,-0.008956293,-0.547030973,-0.269233815,1.869158229,-0.029632474,1.377942013,1.592286651,1.295277312,-0.615034169,-1.009343927,-1.250648514,0.566479775,-0.566479775
27,0.300769679,0.30757947,0.010538824,-0.387974501,-0.599466548,-0.480533809,-0.404144151,-1.069244039,-0.86533244,0.460432645,1.660968481,0.566479775,-0.566479775
28,-0.318682264,0.429666676,-0.059404336,0.69879311,0.796626933,-0.255264013,-1.259757353,1.176390764,1.01190459,0.727664749,-0.335568887,-1.765288089,1.765288089
29,-0.628408235,-0.058682148,0.849856742,0.719692487,-0.029632474,1.208989666,0.861450375,0.066782979,-0.740183305,-0.341263667,-0.751514172,0.566479775,-0.566479775
30,-0.008956293,-0.48598737,2.948151535,1.701963212,-0.172090993,1.434259462,0.825799825,1.097133065,-1.178205278,-0.608495771,-1.417026628,0.566479775,-0.566479775
31,-0.628408235,-0.180769354,-0.059404336,1.555667572,-0.314549511,1.377942013,0.80797455,0.258322418,-1.240779846,0.393624619,-0.25237983,0.566479775,-0.566479775
32,-0.396113757,-0.608074576,0.360254623,1.221277538,-0.371532919,1.884799056,1.021877851,0.542329173,-0.86533244,-0.007223537,-0.501947001,0.566479775,-0.566479775
33,0.300769679,0.551753882,-0.199290655,-0.701465158,0.5402016,-0.649486157,-0.885426577,0.826335927,1.137053725,0.727664749,-0.834703229,-1.765288089,1.765288089
34,-0.473545249,-0.913292591,0.779913582,1.13768003,-0.314549511,1.265307115,0.683197625,0.938617667,1.887948537,1.596169087,-0.086001716,0.566479775,-0.566479775
35,0.0684752,0.9180155,-1.528210691,-0.596968272,0.340759674,-1.494247894,-1.812340878,0.311160884,0.511308048,-0.408071693,-0.002812659,-1.765288089,1.765288089
36,-1.867312119,0.002361455,-2.227642289,0.218107436,-0.798908474,0.138958132,0.8436251,-0.256852625,0.886755454,0.527240671,-0.501947001,0.566479775,-0.566479775
37,-0.860702713,-1.035379797,0.709970422,2.015453869,-0.656449956,-0.142629114,0.148439374,0.714054187,-2.179398361,-0.408071693,-0.834703229,0.566479775,-0.566479775
38,-0.938134206,-0.791205385,0.430197783,-0.973157061,-1.026842104,-0.480533809,-0.315017776,-1.739632075,0.261009778,-1.410192083,1.078645082,0.566479775,-0.566479775
39,-0.860702713,-0.424943767,-0.059404336,-0.32527637,-0.627958252,0.645815174,0.38016795,-0.824866134,0.135860643,-0.474879719,0.329943569,0.566479775,-0.566479775
40,-0.086387785,-0.180769354,-1.038608572,-0.931358306,-0.400024622,-0.536851258,0.504944875,-0.540859379,-0.552459602,-0.875727875,-0.751514172,0.566479775,-0.566479775
41,-1.402723163,-0.30285656,1.059686221,-0.513370764,-0.115107585,0.92740242,0.52277015,-0.554068996,0.448733481,1.462553035,-0.418757944,0.566479775,-0.566479775
42,-0.938134206,0.246535867,-0.409120134,0.11361055,-0.627958252,0.645815174,0.326692125,-1.148501738,1.01190459,-1.009343927,1.494590367,0.566479775,-0.566479775
43,-0.78327122,1.040102706,-1.248438052,-0.743263912,-0.00114077,-0.874755953,-1.455835378,-0.2370382,1.637650266,0.260008567,0.829077911,-1.765288089,1.765288089
44,-0.705839728,-0.852248988,0.570084102,-0.826861421,-0.542483141,0.25159303,-0.154590301,-0.983381532,1.512501131,-0.207647615,0.745888854,0.566479775,-0.566479775
45,-0.628408235,-0.608074576,1.19957254,0.071811796,-0.086615881,-0.311581462,0.077138274,-0.157780501,-1.303354414,2.999137633,-0.002812659,0.566479775,-0.566479775
46,-0.241250771,-1.218510606,0.430197783,-0.931358306,-0.428516326,-0.480533809,-0.618047452,-1.402786855,-1.178205278,0.059584489,0.745888854,0.566479775,-0.566479775
47,-0.860702713,1.589495134,-1.66809701,-0.764163289,0.426234785,-0.931073403,-1.259757353,-0.435182447,1.01190459,0.059584489,0.413132626,-1.765288089,1.765288089
48,-0.163819278,-1.0964234,0.290311463,-0.596968272,-0.77041677,-0.142629114,-0.315017776,-1.128687313,-0.677608737,-1.076151953,0.57951074,0.566479775,-0.566479775
49,-1.480154656,0.795928294,-1.458267531,-0.680565781,-0.2290744,-0.818438504,-0.475445251,-0.943752682,2.013097672,2.331057373,2.576048109,-1.765288089,1.765288089
50,0.455632664,1.71158234,-1.87792649,-0.659666404,0.654168415,-1.381612996,-1.741039778,0.882476797,0.448733481,0.660856723,-1.001081343,-1.765288089,1.765288089
51,0.687927142,0.246535867,1.129629381,-0.764163289,2.876521304,-1.437930445,-1.758865053,0.9650369,0.511308048,3.466793815,-0.917892286,-1.765288089,1.765288089
52,-0.396113757,0.490710279,0.989743061,0.886887504,-0.058124178,2.053751403,2.109219627,1.255648463,0.073286075,-0.207647615,-1.250648514,0.566479775,-0.566479775
53,-0.473545249,-0.119725751,-0.409120134,0.468899961,-0.058124178,1.434259462,1.663587751,0.469676282,-0.302161331,-0.541687745,-1.417026628,0.566479775,-0.566479775
54,0.61049565,-0.913292591,0.290311463,-0.764163289,-0.172090993,-0.818438504,-0.564571627,-0.355924748,-0.427310466,-0.541687745,-0.585136058,0.566479775,-0.566479775
55,0.300769679,1.284277118,-0.758835933,-0.680565781,0.426234785,-1.325295547,-1.562787028,0.568748406,0.386158913,0.126392515,-0.668325115,-1.765288089,1.765288089
56,0.61049565,1.284277118,0.709970422,1.492969441,4.415073304,0.364227928,1.734888852,1.361325395,-1.428503549,0.193200541,-1.001081343,0.566479775,-0.566479775
57,-0.318682264,-0.30285656,1.2695157,1.639265081,-0.086615881,0.983719869,1.396208626,0.898988818,-0.802757872,-0.541687745,-0.917892286,0.566479775,-0.566479775
58,0.0684752,-0.547030973,0.640027262,-0.764163289,-0.542483141,1.208989666,0.87927565,-1.181525779,0.448733481,-0.942535901,1.41140131,0.566479775,-0.566479775
59,1.229947592,1.833669546,-1.038608572,-0.534270141,0.796626933,-0.311581462,0.255391025,1.156576339,0.073286075,0.059584489,-0.751514172,-1.765288089,1.765288089
60,-0.938134206,-0.424943767,-0.129347495,1.931856361,-0.343041215,-0.874755953,0.504944875,0.654610913,-0.615034169,-0.007223537,-0.169190773,0.566479775,-0.566479775
61,-1.015565699,-0.669118179,-0.269233815,0.656994356,-0.286057807,0.364227928,0.469294325,-0.118151652,0.073286075,-0.007223537,0.080376398,0.566479775,-0.566479775
62,-0.628408235,-0.241812957,1.33945886,0.009113665,-0.2290744,1.772164157,1.004052576,-0.157780501,-0.86533244,-0.541687745,-1.167459457,0.566479775,-0.566479775
63,0.0684752,2.016800355,-2.087755969,-0.680565781,0.454726489,0.026323233,-0.421969426,0.324370501,0.636457184,0.994896853,0.468592,-1.765288089,1.765288089
64,0.300769679,0.124448661,1.129629381,1.681063835,-0.513991437,0.758450072,0.005837174,1.163181148,-1.115630711,-0.341263667,-1.0842704,0.566479775,-0.566479775
65,-0.396113757,1.040102706,-0.549006454,-0.701465158,-0.371532919,-0.931073403,0.7010229,-1.412694067,0.010711507,0.460432645,2.076913767,0.566479775,-0.566479775
66,-0.241250771,0.368623073,0.779913582,0.155409304,0.255284563,0.645815174,1.111004226,0.278136843,-0.677608737,-0.007223537,-0.917892286,0.566479775,-0.566479775
67,0.455632664,-0.547030973,0.360254623,-0.931358306,-0.371532919,-1.156343199,-0.635872727,-1.122082505,-0.86533244,-1.009343927,0.745888854,0.566479775,-0.566479775
68,0.223338186,0.246535867,-0.199290655,1.513868818,-0.172090993,-0.311581462,1.663587751,1.295277312,0.19843521,0.393624619,-1.001081343,0.566479775,-0.566479775
69,-0.086387785,-0.48598737,0.010538824,0.092711173,-0.542483141,0.476862827,-0.332843051,-0.421972831,0.573882616,-0.875727875,0.912266968,0.566479775,-0.566479775
70,-0.008956293,-0.791205385,0.220368304,1.890057606,-0.2290744,0.25159303,1.111004226,1.163181148,-1.053056143,-0.408071693,-1.333837571,0.566479775,-0.566479775
71,-0.241250771,-0.913292591,0.570084102,-0.847760798,-0.570974844,-0.931073403,-1.081504602,-1.247573861,-0.86533244,0.994896853,0.829077911,0.566479775,-0.566479775
72,0.300769679,1.864191347,-2.017812809,-0.743263912,0.853610341,-0.931073403,-1.045854052,0.733868612,0.949330022,-0.474879719,-0.169190773,-1.765288089,1.765288089
73,-0.628408235,-0.608074576,-0.479063294,3.081322103,0.76813523,0.25159303,0.73667345,1.678356191,-0.302161331,-0.207647615,-1.167459457,0.566479775,-0.566479775
74,1.075084606,-0.974336194,0.570084102,-0.910458929,-0.45700803,-0.593168708,-0.154590301,-0.785237284,-1.741376387,-1.410192083,-0.25237983,0.566479775,-0.566479775
75,-1.247860177,-0.547030973,-0.409120134,-0.387974501,-0.542483141,-0.705803606,-0.011988101,-1.412694067,1.26220286,-0.207647615,1.744157539,0.566479775,-0.566479775
76,-0.008956293,-0.547030973,0.360254623,-0.617867649,0.198301156,-1.10002575,-1.331058453,-0.095034823,1.887948537,1.796593165,1.577779424,-1.765288089,1.765288089
77,0.61049565,-1.218510606,1.19957254,-0.826861421,-0.599466548,0.645815174,0.077138274,-0.620117078,0.261009778,-0.875727875,0.080376398,0.566479775,-0.566479775
78,-0.163819278,-0.48598737,0.989743061,2.109501066,-0.542483141,1.715846708,0.986227301,1.295277312,-1.741376387,-1.209768005,-1.417026628,0.566479775,-0.566479775
79,-0.318682264,-0.791205385,-0.339176975,-0.701465158,-0.741925067,-0.255264013,0.4158185,-1.544790232,-0.364735899,0.527240671,1.744157539,0.566479775,-0.566479775
80,-0.78327122,-0.119725751,-0.549006454,-0.283477615,-0.143599289,0.195275581,0.59407125,-0.534254571,0.886755454,-0.074031563,0.413132626,0.566479775,-0.566479775
81,-0.241250771,-0.058682148,-0.409120134,-0.095383221,-0.827400178,0.871084971,0.4871196,-0.752213243,0.19843521,-0.675303797,0.57951074,0.566479775,-0.566479775
82,-0.628408235,-1.0964234,-0.059404336,-0.03268509,-0.371532919,0.645815174,0.73667345,-0.042196357,0.824180887,-0.408071693,-0.002812659,0.566479775,-0.566479775
83,-0.241250771,-0.913292591,0.080481984,-0.805962044,-0.485499733,-0.198946563,-0.315017776,-1.610838315,-0.802757872,-0.474879719,1.494590367,0.566479775,-0.566479775
84,-0.396113757,-1.340597812,0.290311463,-0.659666404,-0.485499733,0.702132623,0.166264649,-0.788539688,-0.927907008,0.928088827,-0.335568887,0.566479775,-0.566479775
85,2.468851477,0.002361455,1.829060978,-0.367075124,3.360880267,-1.381612996,-1.776690328,0.766892653,-0.177012196,1.128512905,0.662699797,-1.765288089,1.765288089
86,-0.008956293,-0.669118179,0.430197783,1.848258852,0.055842637,1.377942013,1.396208626,1.064109024,-0.802757872,-0.608495771,-1.250648514,0.566479775,-0.566479775
87,-1.32529167,-1.035379797,-0.618949614,-0.534270141,-0.485499733,-1.156343199,-0.136765026,-0.742306031,0.386158913,-0.207647615,-0.418757944,0.566479775,-0.566479775
88,-1.092997192,-0.608074576,0.500140943,-0.826861421,-0.058124178,0.364227928,0.754498725,-0.488020913,-0.05186306,-0.074031563,-1.001081343,0.566479775,-0.566479775
89,-0.628408235,-1.340597812,1.19957254,0.197208059,-0.400024622,1.040037318,0.80797455,-0.058708377,0.761606319,-0.608495771,-0.086001716,0.566479775,-0.566479775
90,-1.480154656,-0.608074576,0.080481984,-0.868660175,-0.656449956,-0.311581462,-0.332843051,-1.346645985,2.325970511,-1.009343927,0.413132626,0.566479775,-0.566479775
91,-0.705839728,-0.608074576,2.948151535,-0.847760798,3.30389686,-0.367898911,-0.136765026,-0.488020913,0.323584346,-0.942535901,-0.501947001,0.566479775,-0.566479775
92,-0.008956293,-0.241812957,-0.129347495,0.55249747,-0.172090993,0.533180276,1.289256976,0.608377255,-0.427310466,-0.274455641,-1.167459457,0.566479775,-0.566479775
93,-1.247860177,-0.974336194,1.829060978,-0.879109863,-0.627958252,-0.086311665,0.23756575,-1.597628698,1.825373969,0.460432645,1.245023196,0.566479775,-0.566479775
94,0.842790128,-0.241812957,0.290311463,0.949585635,-0.400024622,0.138958132,0.95057675,1.163181148,0.073286075,-0.140839589,-1.001081343,0.566479775,-0.566479775
95,0.145906693,0.063405058,-0.059404336,2.611086117,0.169809452,0.645815174,1.271431701,1.823661972,0.323584346,0.727664749,-1.167459457,0.566479775,-0.566479775
96,1.075084606,1.101146309,0.430197783,-0.826861421,1.138527378,-1.437930445,-1.741039778,0.654610913,-0.114437628,-0.074031563,-0.917892286,-1.765288089,1.765288089
97,-0.008956293,-0.608074576,-0.199290655,-0.680565781,-0.542483141,0.364227928,-0.243716676,-0.884309408,0.323584346,0.727664749,0.413132626,0.566479775,-0.566479775
98,-0.008956293,1.803147744,-1.73804017,-0.596968272,0.597185008,-0.818438504,-0.528921077,0.925408051,1.825373969,0.059584489,-0.668325115,-1.765288089,1.765288089
99,0.0684752,-0.730161782,1.19957254,0.928686258,-0.713433363,0.983719869,0.80797455,-0.322900707,-1.303354414,-1.677424187,0.57951074,0.566479775,-0.566479775
100,-0.628408235,-0.547030973,0.360254623,-0.199880107,-0.485499733,0.589497725,0.5584207,-0.851285367,-0.239586763,-0.875727875,0.496321683,0.566479775,-0.566479775
101,-0.705839728,-0.974336194,-0.688892773,0.030013042,-0.257566104,0.814767522,0.5584207,-0.279969454,-0.802757872,0.059584489,-0.418757944,0.566479775,-0.566479775
102,1.075084606,0.887493699,-0.199290655,-0.283477615,-0.855891882,-0.649486157,-0.261541951,-0.95035749,-1.303354414,-1.009343927,1.577779424,0.566479775,-0.566479775
103,0.61049565,-0.608074576,-0.409120134,-0.785062666,-0.656449956,0.307910479,0.362342675,-0.50123053,1.387351996,-0.140839589,-0.086001716,0.566479775,-0.566479775
104,0.455632664,-0.424943767,1.829060978,1.200378161,-0.570974844,0.758450072,0.80797455,0.998060941,-0.990481575,-0.808919849,-1.333837571,0.566479775,-0.566479775
105,1.229947592,2.108365759,-0.409120134,-0.805962044,0.910593748,-0.818438504,-1.651913403,0.747078228,0.636457184,-0.408071693,-0.917892286,-1.765288089,1.765288089
106,-0.318682264,1.71158234,-1.66809701,-0.743263912,0.340759674,-0.142629114,-1.384534278,0.605074851,1.26220286,1.930209217,-0.834703229,-1.765288089,1.765288089
107,-1.247860177,-1.279554209,-0.339176975,-0.137181975,-0.798908474,-0.480533809,-0.208066126,0.040363746,0.761606319,-0.541687745,-1.0842704,0.566479775,-0.566479775
108,1.694536549,-0.363900164,-0.129347495,-0.805962044,-0.314549511,0.307910479,0.4158185,0.218693569,-0.677608737,-0.274455641,-1.001081343,0.566479775,-0.566479775
109,-0.705839728,-0.791205385,-0.199290655,1.304875047,-0.2290744,1.040037318,0.5584207,0.046968554,0.010711507,-1.009343927,0.246754512,0.566479775,-0.566479775
110,-0.473545249,-0.547030973,0.220368304,-0.534270141,-0.627958252,0.420545377,0.094963549,-1.518370999,-0.177012196,-0.875727875,1.910535653,0.566479775,-0.566479775
111,0.378201171,1.71158234,-1.947869649,-0.346175747,0.796626933,-0.311581462,-1.259757353,1.031084983,0.761606319,-0.007223537,-0.834703229,-1.765288089,1.765288089
112,-0.318682264,0.30757947,0.150425144,0.40620183,-1.026842104,0.420545377,0.30886685,-0.844680558,-0.239586763,-0.608495771,1.245023196,0.566479775,-0.566479775
113,-0.550976742,-0.363900164,0.150425144,-0.17898073,-0.058124178,-0.480533809,0.255391025,-0.907426237,-0.114437628,-0.474879719,1.245023196,0.566479775,-0.566479775
114,-0.860702713,-0.30285656,-0.339176975,-0.785062666,-0.912875289,-0.987390852,-0.707173827,-1.775958521,-0.05186306,-0.140839589,1.744157539,0.566479775,-0.566479775
115,0.842790128,0.368623073,0.430197783,-0.910458929,-0.513991437,-0.874755953,-0.724999102,-0.421972831,-1.178205278,-0.675303797,-1.0842704,0.566479775,-0.566479775
116,-0.860702713,-0.363900164,-0.479063294,2.569287363,-0.343041215,0.983719869,0.80797455,1.526445601,0.761606319,-0.341263667,-0.834703229,0.566479775,-0.566479775
117,-0.628408235,-0.791205385,-0.129347495,0.030013042,-0.343041215,0.702132623,0.790149275,0.073387787,2.388545078,-0.808919849,0.080376398,0.566479775,-0.566479775
118,0.145906693,-0.608074576,0.570084102,-0.241678861,-0.684941659,-1.212660648,-0.368493601,-0.884309408,-0.802757872,-0.942535901,0.496321683,0.566479775,-0.566479775
119,-0.628408235,-0.669118179,0.220368304,-0.17898073,-0.485499733,0.702132623,0.5584207,-0.831470942,-0.239586763,-0.875727875,0.413132626,0.566479775,-0.566479775
120,-0.473545249,-0.180769354,-0.269233815,-0.847760798,-0.599466548,-0.142629114,-0.154590301,-2.086384508,-1.365928981,-0.875727875,2.243291881,0.566479775,-0.566479775
121,-1.402723163,-0.180769354,1.059686221,-0.513370764,-0.086615881,0.871084971,0.504944875,-0.521044955,0.448733481,1.529361061,-0.418757944,0.566479775,-0.566479775
122,-1.092997192,-1.218510606,-1.178494892,0.134509927,-0.400024622,-0.198946563,0.130614099,-0.34931994,-0.990481575,0.460432645,-0.501947001,0.566479775,-0.566479775
123,0.378201171,-0.424943767,0.150425144,-0.764163289,-0.798908474,-0.255264013,0.932751475,-1.181525779,-1.428503549,-0.341263667,1.328212253,0.566479775,-0.566479775
124,-0.241250771,-0.974336194,0.290311463,-0.868660175,-0.570974844,0.533180276,0.023662449,-0.421972831,0.323584346,2.798713555,-0.834703229,0.566479775,-0.566479775
125,1.617105056,-0.424943767,0.640027262,-0.722364535,0.996068859,-1.381612996,-1.776690328,1.097133065,0.386158913,1.128512905,-0.668325115,-1.765288089,1.765288089
126,0.378201171,0.551753882,4.766673689,3.02907366,-0.684941659,0.645815174,0.861450375,0.905593626,0.448733481,-0.207647615,1.245023196,0.566479775,-0.566479775
127,-0.318682264,0.826450096,0.080481984,-0.314826681,-0.257566104,-0.818438504,-0.618047452,-1.584419082,0.073286075,-0.007223537,2.409669995,0.566479775,-0.566479775
128,0.61049565,-1.0964234,0.290311463,-0.826861421,-0.656449956,-0.931073403,0.112788824,-0.190804542,-0.114437628,-0.942535901,-0.169190773,0.566479775,-0.566479775
129,-0.860702713,-0.363900164,-0.339176975,0.531598093,-0.2290744,0.589497725,0.825799825,0.09980702,-0.05186306,-0.140839589,-0.501947001,0.566479775,-0.566479775
130,2.159125505,0.063405058,1.059686221,-0.722364535,0.141317748,-1.381612996,-1.865816703,0.387116179,0.073286075,-0.074031563,1.245023196,-1.765288089,1.765288089
131,-0.241250771,-0.48598737,-0.339176975,-0.262578238,-0.713433363,-0.593168708,-0.635872727,-1.250876265,-0.615034169,-0.942535901,0.829077911,0.566479775,-0.566479775
132,0.455632664,-0.608074576,0.010538824,1.409371932,-0.058124178,0.645815174,0.397993225,1.22922923,-1.303354414,0.059584489,-1.417026628,0.566479775,-0.566479775
133,-0.473545249,-0.547030973,0.290311463,0.55249747,-0.314549511,1.321624564,1.146654776,0.370604158,-0.86533244,-0.742111823,-1.0842704,0.566479775,-0.566479775
134,0.765358635,0.551753882,-0.199290655,-0.805962044,0.711151822,-0.198946563,-1.259757353,0.446559453,0.19843521,0.059584489,-0.169190773,-1.765288089,1.765288089
135,0.300769679,-0.974336194,1.19957254,2.631985494,-0.286057807,0.307910479,0.754498725,1.625517725,-0.990481575,-0.808919849,-1.0842704,0.566479775,-0.566479775
136,1.926831027,-0.180769354,1.059686221,-0.805962044,0.169809452,-0.987390852,-1.473660653,1.196205189,0.323584346,0.861280801,-0.418757944,-1.765288089,1.765288089
137,-0.008956293,-0.180769354,0.220368304,0.364403076,-0.286057807,0.814767522,1.111004226,0.271532035,-0.489885034,-0.007223537,-0.668325115,0.566479775,-0.566479775
138,-0.163819278,-0.791205385,-0.059404336,0.11361055,-0.286057807,-0.086311665,-0.136765026,-0.256852625,0.261009778,-0.207647615,0.246754512,0.566479775,-0.566479775
139,0.223338186,-0.791205385,2.528492576,1.13768003,-0.314549511,0.420545377,0.30886685,1.031084983,-1.365928981,-1.142959979,-1.500215685,0.566479775,-0.566479775
140,0.997653114,-0.48598737,-0.758835933,2.245347017,0.511709896,0.589497725,1.449684451,1.097133065,-1.240779846,-0.207647615,-0.585136058,0.566479775,-0.566479775
141,-0.550976742,-0.608074576,0.500140943,2.475240166,-0.115107585,-0.480533809,0.184089924,1.387744628,-0.677608737,-0.408071693,-1.0842704,0.566479775,-0.566479775
142,-0.241250771,-0.730161782,-0.059404336,0.176308682,-0.77041677,0.589497725,0.2732163,-0.468206489,-0.86533244,-0.274455641,0.246754512,0.566479775,-0.566479775
143,-0.008956293,0.002361455,0.849856742,-0.262578238,-0.257566104,1.152672217,0.504944875,-1.21454982,-1.303354414,1.529361061,1.494590367,0.566479775,-0.566479775
144,-0.008956293,0.368623073,1.19957254,-0.910458929,-0.2290744,-1.10002575,0.397993225,-0.587093037,-1.303354414,-0.742111823,-1.001081343,0.566479775,-0.566479775
145,-0.78327122,-0.241812957,0.709970422,-0.680565781,-0.570974844,-0.142629114,0.219740474,-1.511766191,-0.552459602,-1.009343927,0.912266968,0.566479775,-0.566479775
146,-0.550976742,0.063405058,0.290311463,-0.973157061,-0.627958252,0.082640682,-0.083289201,-1.736329671,-0.677608737,-0.207647615,1.328212253,0.566479775,-0.566479775
147,-0.008956293,1.650538737,-1.66809701,-0.304376992,0.739643526,-0.255264013,-0.136765026,0.57205081,0.19843521,-0.140839589,-0.917892286,-1.765288089,1.765288089
148,-0.163819278,0.124448661,0.010538824,0.960035324,-0.314549511,0.364227928,0.2732163,-0.382343981,-0.802757872,-1.343384057,0.995456025,0.566479775,-0.566479775
149,0.378201171,-0.119725751,2.108833618,1.074981898,-0.570974844,1.434259462,0.66537235,1.031084983,-0.552459602,-0.608495771,-1.333837571,0.566479775,-0.566479775
150,-0.318682264,-0.730161782,-0.059404336,-0.847760798,-0.086615881,0.195275581,-0.029813376,-0.587093037,1.074479157,1.596169087,0.080376398,0.566479775,-0.566479775
151,0.687927142,-0.608074576,0.080481984,0.99138439,-0.2290744,0.871084971,0.45146905,0.832940735,-0.364735899,-0.341263667,-0.169190773,0.566479775,-0.566479775
152,-0.318682264,-0.30285656,-1.108551732,-0.847760798,-0.513991437,5.179369832,2.118132265,-0.818261325,-0.427310466,-0.408071693,-0.418757944,0.566479775,-0.566479775
153,0.455632664,-0.48598737,0.849856742,-0.868660175,-0.542483141,0.702132623,0.291041575,-0.091732419,-0.239586763,0.794472775,-0.418757944,0.566479775,-0.566479775
154,-0.628408235,0.063405058,0.220368304,0.030013042,-0.627958252,-1.212660648,0.576245975,-0.088430015,-0.302161331,-0.207647615,-0.585136058,0.566479775,-0.566479775
155,-0.318682264,0.673841088,-0.269233815,4.303935665,-0.713433363,-0.198946563,0.112788824,2.731823105,-0.990481575,-0.742111823,0.080376398,0.566479775,-0.566479775
156,0.300769679,7.571768231,-2.227642289,-0.701465158,2.30668723,-1.437930445,-1.901467253,0.02715413,1.762799402,-0.875727875,0.329943569,-1.765288089,1.765288089
157,-0.78327122,-0.363900164,0.080481984,-0.785062666,-0.77041677,-0.367898911,-0.083289201,-1.544790232,0.135860643,-0.207647615,1.328212253,0.566479775,-0.566479775
